id_estudiante,edad,genero,ciudad_origen,departamento_origen,estrato,puntaje_saber11,preferencia_area,universidad_codigo,universidad_nombre,universidad_departamento,universidad_tipo,universidad_acreditada,ranking_nacional,modalidad_programa,convenio_internacional,beca_disponible,eligio_universidad
E7319,23,M,Medellín,Santander,3,299.4,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,Sí,No
E7320,22,M,Bogotá,Cundinamarca,5,292.6,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,Sí,Sí
E7321,23,F,Barranquilla,Atlántico,1,287.2,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,No,No
E7322,23,M,Barranquilla,Atlántico,5,299.7,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,Sí,No
E7323,20,M,Bucaramanga,Valle del Cauca,3,266.0,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,No
E7324,22,M,Medellín,Valle del Cauca,4,330.9,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,Sí,Sí
E7325,25,F,Bucaramanga,Valle del Cauca,2,246.2,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,No,Sí
E7326,22,M,Cali,Cundinamarca,5,316.2,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,No
E7327,18,M,Bucaramanga,Santander,6,290.2,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,No
E7328,24,F,Medellín,Valle del Cauca,6,264.9,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,Sí
E7329,21,F,Cali,Santander,1,306.1,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,No
E7330,17,F,Medellín,Atlántico,4,253.3,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,Sí
E7331,24,F,Bogotá,Cundinamarca,6,301.2,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,Sí
E7332,24,F,Bogotá,Valle del Cauca,3,257.3,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,No
E7333,20,F,Barranquilla,Atlántico,6,313.8,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,Sí,No
E7334,17,F,Medellín,Atlántico,3,272.3,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,No,Sí
E7335,25,F,Barranquilla,Antioquia,6,286.5,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,No,No
E7336,18,F,Bogotá,Cundinamarca,5,308.8,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,No,No
E7337,22,M,Bogotá,Cundinamarca,3,276.8,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,Sí
E7338,20,F,Medellín,Valle del Cauca,1,298.3,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,Sí
E7339,18,F,Cali,Atlántico,6,254.6,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,No
E7340,20,M,Bogotá,Santander,6,318.9,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,Sí
E7341,25,F,Medellín,Valle del Cauca,5,352.9,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,Sí
E7342,19,F,Barranquilla,Antioquia,1,383.8,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,Sí
E7343,23,M,Medellín,Santander,4,302.7,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,Sí
E7344,22,M,Barranquilla,Antioquia,2,323.6,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,Sí,Sí
E7345,25,M,Cali,Cundinamarca,2,246.6,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,No,No
E7346,18,F,Medellín,Atlántico,1,345.1,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,No
E7347,18,F,Bogotá,Atlántico,2,323.3,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,No
E7348,21,F,Cali,Antioquia,2,285.5,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,Sí,Sí
E7349,21,F,Barranquilla,Valle del Cauca,4,337.1,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,No
E7350,24,M,Barranquilla,Cundinamarca,5,292.4,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,No,No
E7351,24,F,Cali,Valle del Cauca,6,286.3,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,Sí
E7352,22,F,Bogotá,Antioquia,6,314.3,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,Sí
E7353,17,M,Bogotá,Cundinamarca,5,268.1,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,Sí
E7354,17,F,Cali,Santander,4,330.6,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,Sí
E7355,17,F,Bogotá,Atlántico,5,268.3,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,Sí
E7356,17,M,Medellín,Antioquia,5,268.5,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,Sí,No
E7357,21,F,Barranquilla,Santander,5,272.7,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,Sí,Sí
E7358,19,F,Barranquilla,Atlántico,5,322.8,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,No,Sí
E7359,22,M,Bucaramanga,Valle del Cauca,3,281.5,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,Sí,No
E7360,20,F,Bucaramanga,Valle del Cauca,2,259.6,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,Sí,Sí
E7361,18,M,Bucaramanga,Antioquia,4,281.8,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,Sí,No
E7362,19,F,Bucaramanga,Santander,1,299.0,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,No
E7363,21,F,Barranquilla,Santander,3,264.6,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,Sí,No
E7364,20,F,Barranquilla,Cundinamarca,5,265.4,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,Sí,No
E7365,24,M,Bogotá,Santander,6,363.3,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,Sí,No
E7366,22,M,Bogotá,Valle del Cauca,4,274.2,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,No,No
E7367,17,F,Barranquilla,Cundinamarca,4,290.3,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,No
E7368,20,F,Bogotá,Valle del Cauca,1,289.0,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,Sí,No
E7369,19,M,Bucaramanga,Cundinamarca,5,287.4,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,No
E7370,25,F,Bucaramanga,Santander,1,318.6,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,No,No
E7371,23,F,Bogotá,Valle del Cauca,2,328.4,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,Sí,No
E7372,21,F,Bogotá,Atlántico,4,290.8,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,No
E7373,17,F,Bogotá,Valle del Cauca,6,262.9,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,Sí,No
E7374,18,M,Medellín,Cundinamarca,6,338.2,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,Sí,No
E7375,17,M,Bucaramanga,Valle del Cauca,4,297.1,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,Sí,No
E7376,19,M,Medellín,Cundinamarca,4,351.9,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,No,No
E7377,25,M,Medellín,Santander,4,232.6,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,Sí,Sí
E7378,17,F,Bogotá,Santander,1,305.9,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,No
E7379,18,F,Medellín,Cundinamarca,4,357.6,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,Sí,No
E7380,24,M,Bogotá,Cundinamarca,2,289.4,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,No
E7381,24,M,Cali,Atlántico,4,293.2,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,Sí
E7382,17,M,Bucaramanga,Valle del Cauca,3,308.9,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,Sí
E7383,21,F,Cali,Santander,1,283.2,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,Sí,Sí
E7384,18,F,Medellín,Santander,6,290.6,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,Sí
E7385,20,F,Barranquilla,Santander,3,289.9,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,Sí
E7386,23,M,Bucaramanga,Atlántico,4,281.2,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,Sí
E7387,18,M,Bogotá,Cundinamarca,5,336.9,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,No
E7388,20,F,Cali,Cundinamarca,2,313.8,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,No
E7389,18,F,Medellín,Antioquia,1,307.5,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,Sí,Sí
E7390,20,M,Bogotá,Valle del Cauca,6,324.3,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,Sí
E7391,21,F,Cali,Santander,6,292.1,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,No,Sí
E7392,17,F,Bogotá,Santander,1,276.8,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,Sí,No
E7393,23,M,Medellín,Cundinamarca,6,281.9,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,Sí,Sí
E7394,20,F,Cali,Antioquia,2,300.1,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,No,No
E7395,17,F,Barranquilla,Cundinamarca,5,268.2,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,Sí,No
E7396,25,M,Bogotá,Santander,3,285.0,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,No
E7397,17,F,Cali,Antioquia,6,284.5,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,Sí,Sí
E7398,23,M,Cali,Atlántico,4,363.7,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,Sí,Sí
E7399,24,F,Medellín,Valle del Cauca,1,216.8,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,No,No
E7400,17,F,Barranquilla,Antioquia,5,294.6,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,No,No
E7401,17,M,Cali,Valle del Cauca,2,351.8,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,Sí,No
E7402,21,M,Medellín,Cundinamarca,1,303.7,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,Sí,Sí
E7403,22,M,Bogotá,Cundinamarca,2,322.6,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,Sí,Sí
E7404,23,F,Bucaramanga,Valle del Cauca,5,303.0,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,No,No
E7405,25,M,Medellín,Antioquia,1,280.0,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,Sí
E7406,18,F,Medellín,Antioquia,4,232.7,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,Sí
E7407,21,F,Bucaramanga,Santander,4,306.2,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,Sí
E7408,17,F,Barranquilla,Santander,2,276.7,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,Sí,Sí
E7409,17,M,Medellín,Valle del Cauca,6,276.0,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,No
E7410,23,F,Bucaramanga,Antioquia,4,285.0,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,Sí
E7411,22,M,Bucaramanga,Atlántico,3,352.3,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,No
E7412,17,F,Bogotá,Cundinamarca,6,372.1,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,Sí,No
E7413,23,F,Cali,Cundinamarca,3,306.5,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,Sí,Sí
E7414,19,M,Bucaramanga,Atlántico,6,286.1,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,Sí,Sí
E7415,22,F,Bucaramanga,Cundinamarca,3,264.7,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,Sí,Sí
E7416,23,M,Cali,Santander,4,314.1,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,No,No
E7417,21,M,Cali,Santander,2,353.5,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,Sí,No
E7418,18,M,Bucaramanga,Antioquia,3,292.6,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,Sí,Sí
E7419,19,M,Bogotá,Santander,5,228.6,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,No
E7420,25,F,Bogotá,Valle del Cauca,2,320.1,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,No
E7421,17,F,Cali,Atlántico,2,329.6,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,Sí,No
E7422,24,F,Medellín,Santander,6,252.4,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,No,No
E7423,18,M,Barranquilla,Valle del Cauca,5,305.3,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,Sí,No
E7424,23,F,Cali,Santander,4,313.5,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,Sí
E7425,25,M,Medellín,Valle del Cauca,1,297.8,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,No
E7426,24,M,Medellín,Cundinamarca,6,276.3,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,Sí,No
E7427,24,F,Cali,Atlántico,1,330.5,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,Sí
E7428,23,F,Medellín,Antioquia,2,287.9,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,Sí,No
E7429,20,M,Bucaramanga,Santander,4,255.4,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,Sí,No
E7430,20,M,Medellín,Santander,2,238.5,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,No
E7431,23,F,Bogotá,Santander,3,337.8,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,Sí,Sí
E7432,24,F,Barranquilla,Atlántico,3,318.5,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,No
E7433,17,F,Medellín,Santander,4,302.6,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,No
E7434,21,F,Bogotá,Cundinamarca,2,286.8,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,Sí,No
E7435,23,M,Cali,Cundinamarca,1,284.1,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,Sí
E7436,21,F,Bogotá,Antioquia,5,267.7,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,Sí
E7437,21,M,Medellín,Santander,5,287.1,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,Sí
E7438,24,M,Barranquilla,Santander,6,236.4,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,Sí
E7439,21,M,Bogotá,Santander,2,277.9,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,Sí,Sí
E7440,25,M,Bogotá,Atlántico,6,290.7,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,No
E7441,22,F,Medellín,Valle del Cauca,3,318.3,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,Sí
E7442,17,M,Bogotá,Santander,1,298.8,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,Sí,Sí
E7443,18,M,Bucaramanga,Santander,1,323.8,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,Sí
E7444,17,F,Cali,Valle del Cauca,5,340.5,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,Sí
E7445,22,F,Medellín,Antioquia,6,331.7,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,No
E7446,19,F,Bucaramanga,Valle del Cauca,1,314.1,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,No
E7447,19,M,Barranquilla,Atlántico,2,300.4,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,Sí,No
E7448,23,M,Bucaramanga,Valle del Cauca,3,270.6,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,Sí,No
E7449,21,M,Barranquilla,Atlántico,1,322.2,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,No
E7450,25,F,Barranquilla,Cundinamarca,3,350.4,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,No
E7451,22,F,Bucaramanga,Valle del Cauca,6,310.3,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,No
E7452,17,M,Medellín,Antioquia,1,357.5,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,No
E7453,20,M,Barranquilla,Antioquia,1,254.2,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,Sí,No
E7454,18,M,Bucaramanga,Antioquia,6,265.4,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,No,Sí
E7455,23,M,Bucaramanga,Santander,1,325.7,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,Sí
E7456,19,F,Cali,Atlántico,3,307.9,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,No,No
E7457,22,F,Medellín,Cundinamarca,3,339.4,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,Sí,No
E7458,18,F,Medellín,Santander,5,299.5,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,Sí
E7459,24,M,Medellín,Cundinamarca,1,274.0,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,No
E7460,18,M,Cali,Atlántico,5,293.6,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,No,No
E7461,22,F,Medellín,Santander,5,254.0,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,No,Sí
E7462,20,M,Cali,Valle del Cauca,4,266.1,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,No
E7463,24,F,Cali,Santander,5,329.2,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,No
E7464,24,F,Bucaramanga,Santander,4,326.2,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,Sí,Sí
E7465,17,F,Bogotá,Valle del Cauca,5,310.9,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,No,Sí
E7466,20,F,Cali,Antioquia,4,248.4,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,Sí,Sí
E7467,23,M,Bucaramanga,Antioquia,4,289.2,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,Sí,Sí
E7468,24,F,Bucaramanga,Atlántico,5,263.3,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,Sí,No
E7469,24,F,Medellín,Cundinamarca,4,335.3,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,Sí,Sí
E7470,18,M,Bogotá,Cundinamarca,2,282.5,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,No,No
E7471,22,M,Barranquilla,Valle del Cauca,1,267.4,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,No,No
E7472,25,M,Barranquilla,Cundinamarca,2,300.9,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,No
E7473,25,M,Bucaramanga,Cundinamarca,5,280.8,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,No,No
E7474,17,M,Bucaramanga,Santander,6,344.5,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,No,No
E7475,24,M,Bucaramanga,Valle del Cauca,5,278.0,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,No,Sí
E7476,21,F,Bucaramanga,Antioquia,4,258.0,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,No,No
E7477,17,F,Cali,Antioquia,4,235.4,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,Sí,Sí
E7478,25,F,Barranquilla,Santander,2,299.1,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,No
E7479,19,M,Medellín,Cundinamarca,5,283.1,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,No
E7480,25,M,Medellín,Antioquia,1,257.1,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,Sí,Sí
E7481,23,M,Medellín,Valle del Cauca,4,335.7,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,No,Sí
E7482,18,M,Cali,Santander,4,320.0,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,Sí,No
E7483,18,M,Bucaramanga,Santander,1,299.2,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,Sí,No
E7484,22,M,Cali,Valle del Cauca,2,340.9,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,No,No
E7485,23,M,Barranquilla,Atlántico,6,319.9,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,Sí,No
E7486,17,F,Barranquilla,Cundinamarca,6,275.3,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,Sí,No
E7487,18,M,Bucaramanga,Santander,6,268.8,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,Sí,Sí
E7488,21,M,Cali,Cundinamarca,1,324.5,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,No,No
E7489,25,F,Barranquilla,Atlántico,4,311.9,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,No,No
E7490,22,F,Medellín,Cundinamarca,4,305.1,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,Sí
E7491,22,M,Bucaramanga,Antioquia,3,274.6,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,No,Sí
E7492,17,F,Barranquilla,Antioquia,3,318.2,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,No
E7493,25,M,Cali,Valle del Cauca,2,277.3,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,Sí
E7494,22,F,Bucaramanga,Atlántico,2,296.9,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,Sí
E7495,25,F,Barranquilla,Cundinamarca,2,343.4,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,Sí,Sí
E7496,17,M,Bucaramanga,Atlántico,6,280.2,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,Sí
E7497,24,M,Barranquilla,Valle del Cauca,2,252.8,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,Sí,No
E7498,22,M,Medellín,Cundinamarca,5,268.4,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,Sí,No
E7499,20,M,Bucaramanga,Santander,2,329.8,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,No,No
E7500,19,F,Cali,Atlántico,5,307.6,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,Sí,Sí
